Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 81 question IDs for module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 7465dce6-abcf-4963-92a1-30dd7118c23a
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: elementary_addition, description: Module for elementary_addition, primary_subject: null, subjects: null, related_concepts: null, question_ids: null, creation_date: null, creator_id: null, total_questions: null}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module elementary_addition updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: elementary_addition
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 200 question IDs for module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 7465dce6-abcf-4963-92a1-30dd7118c23a
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: periodic_table, description: Module for periodic_table, primary_subject: null, subjects: null, related_concepts: null, question_ids: null, creation_date: null, creator_id: null, total_questions: null}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module periodic_table updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 129 question IDs for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 77647c42-c888-47e3-8296-6fc452815810
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: CLEP Western Civ II, description: Multiple Choice questions covering the CLEP Western Civ II exam. Helps in any official Western Civ II class. 102H for example., primary_subject: null, subjects: null, related_concepts: null, question_ids: null, creation_date: null, creator_id: null, total_questions: null}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module CLEP Western Civ II updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 1 question IDs for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 77647c42-c888-47e3-8296-6fc452815810
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
